quarter,node,step,fab,loading
Q4'26,1,5,1,3348.8000000000011
Q4'26,1,5,2,3140.799999999997
Q4'26,1,5,3,1010.4000000000015
Q4'26,1,6,1,3348.8000000000011
Q4'26,1,6,2,3140.799999999997
Q4'26,1,6,3,1010.4000000000015
Q4'26,1,7,1,3348.8000000000015
Q4'26,1,7,2,3140.7999999999952
Q4'26,1,7,3,1010.400000000003
Q4'26,1,8,1,3348.7999999999988
Q4'26,1,8,2,3248.8000000000029
Q4'26,1,8,3,902.39999999999804
Q4'26,1,9,1,3348.7999999999988
Q4'26,1,9,2,3248.8000000000029
Q4'26,1,9,3,902.39999999999804
Q4'26,1,10,1,3348.7999999999988
Q4'26,1,10,2,3248.8000000000029
Q4'26,1,10,3,902.39999999999804
Q4'26,1,11,1,3348.7999999999988
Q4'26,1,11,2,3248.8000000000029
Q4'26,1,11,3,902.39999999999804
Q4'26,2,1,1,5180
Q4'26,2,1,2,420
Q4'26,2,1,3,0
Q4'26,2,2,1,5180
Q4'26,2,2,2,420
Q4'26,2,2,3,0
Q4'26,2,3,1,5180
Q4'26,2,3,2,420
Q4'26,2,3,3,0
Q4'26,2,4,1,5180
Q4'26,2,4,2,420
Q4'26,2,4,3,0
Q4'26,2,5,1,5180
Q4'26,2,5,2,420
Q4'26,2,5,3,0
Q4'26,2,6,1,5180
Q4'26,2,6,2,420
Q4'26,2,6,3,0
Q4'26,2,7,1,5180
Q4'26,2,7,2,420
Q4'26,2,7,3,0
Q4'26,2,8,1,5180
Q4'26,2,8,2,420
Q4'26,2,8,3,0
Q4'26,2,9,1,5180
Q4'26,2,9,2,420
Q4'26,2,9,3,0
Q4'26,2,10,1,5180
Q4'26,2,10,2,420
Q4'26,2,10,3,0
Q4'26,2,11,1,5180
Q4'26,2,11,2,420
Q4'26,2,11,3,0
Q4'26,2,12,1,5180
Q4'26,2,12,2,420
Q4'26,2,12,3,0
Q4'26,2,13,1,5180
Q4'26,2,13,2,420
Q4'26,2,13,3,0
Q4'26,2,14,1,5180
Q4'26,2,14,2,420
Q4'26,2,14,3,0
Q4'26,2,15,1,5180
Q4'26,2,15,2,420
Q4'26,2,15,3,0
Q4'26,3,1,1,2141.7035294117641
Q4'26,3,1,2,2889.19114688129
Q4'26,3,1,3,2969.1053237069459
Q4'26,3,2,1,2141.7035294117641
Q4'26,3,2,2,2889.19114688129
Q4'26,3,2,3,2969.1053237069459
Q4'26,3,3,1,2141.7035294117641
Q4'26,3,3,2,2889.19114688129
Q4'26,3,3,3,2969.1053237069459
Q4'26,3,4,1,2141.7035294117641
Q4'26,3,4,2,2889.19114688129
Q4'26,3,4,3,2969.1053237069459
Q4'26,3,5,1,2141.7035294117641
Q4'26,3,5,2,2889.19114688129
Q4'26,3,5,3,2969.1053237069459
Q4'26,3,6,1,2141.7035294117641
Q4'26,3,6,2,2889.19114688129
Q4'26,3,6,3,2969.1053237069459
Q4'26,3,7,1,2141.7035294117641
Q4'26,3,7,2,2889.19114688129
Q4'26,3,7,3,2969.1053237069459
Q4'26,3,8,1,2141.7035294117641
Q4'26,3,8,2,2889.19114688129
Q4'26,3,8,3,2969.1053237069459
Q4'26,3,9,1,2141.7035294117641
Q4'26,3,9,2,2889.19114688129
Q4'26,3,9,3,2969.1053237069459
Q4'26,3,10,1,2141.7035294117641
Q4'26,3,10,2,2889.19114688129
Q4'26,3,10,3,2969.1053237069459
Q4'26,3,11,1,2141.7035294117641
Q4'26,3,11,2,2889.19114688129
Q4'26,3,11,3,2969.1053237069459
Q4'26,3,12,1,2141.7035294117641
Q4'26,3,12,2,2889.1911468812878
Q4'26,3,12,3,2969.1053237069482
Q4'26,3,13,1,2141.7035294117641
Q4'26,3,13,2,2889.19114688129
Q4'26,3,13,3,2969.1053237069459
Q4'26,3,14,1,2141.7035294117641
Q4'26,3,14,2,2889.19114688129
Q4'26,3,14,3,2969.1053237069459
Q4'26,3,15,1,2141.7035294117641
Q4'26,3,15,2,2889.19114688129
Q4'26,3,15,3,2969.1053237069459
Q4'26,3,16,1,2141.7035294117641
Q4'26,3,16,2,2889.19114688129
Q4'26,3,16,3,2969.1053237069459
Q4'26,3,17,1,2141.7035294117641
Q4'26,3,17,2,2889.19114688129
Q4'26,3,17,3,2969.1053237069459
Q1'27,1,1,1,2620.8000000000011
Q1'27,1,1,2,3074.2087359160359
Q1'27,1,1,3,304.99126408396302
Q1'27,1,2,1,2620.8000000000011
Q1'27,1,2,2,3074.2087359160359
Q1'27,1,2,3,304.99126408396302
Q1'27,1,3,1,2620.8000000000011
Q1'27,1,3,2,3074.2087359160359
Q1'27,1,3,3,304.99126408396302
Q1'27,1,4,1,1179.3600000000004
Q1'27,1,4,2,3074.2087359160359
Q1'27,1,4,3,1746.4312640839635
Q1'27,1,5,1,2620.8000000003226
Q1'27,1,5,2,3074.2087359157144
Q1'27,1,5,3,304.99126408396302
Q1'27,1,6,1,2620.8000000000011
Q1'27,1,6,2,3074.2087359160359
Q1'27,1,6,3,304.99126408396302
Q1'27,1,7,1,2620.800000000002
Q1'27,1,7,2,3074.2087359160359
Q1'27,1,7,3,304.99126408396205
Q1'27,1,8,1,2620.800000000002
Q1'27,1,8,2,3074.2087359160359
Q1'27,1,8,3,304.99126408396205
Q1'27,1,9,1,2620.800000000002
Q1'27,1,9,2,3074.2087359160359
Q1'27,1,9,3,304.99126408396205
Q1'27,1,10,1,2620.800000000002
Q1'27,1,10,2,3074.208735916035
Q1'27,1,10,3,304.99126408396302
Q1'27,1,11,1,2620.800000000002
Q1'27,1,11,2,3074.208735916035
Q1'27,1,11,3,304.99126408396302
Q1'27,2,1,1,4349.0351302459967
Q1'27,2,1,2,1650.9648697540033
Q1'27,2,1,3,0
Q1'27,2,2,1,4349.0351302459967
Q1'27,2,2,2,1650.9648697540033
Q1'27,2,2,3,0
Q1'27,2,3,1,4349.0351302459958
Q1'27,2,3,2,1650.964869754004
Q1'27,2,3,3,0
Q1'27,2,4,1,4349.0351302459967
Q1'27,2,4,2,1650.9648697540033
Q1'27,2,4,3,0
Q1'27,2,5,1,4349.0351302459967
Q1'27,2,5,2,1650.9648697540031
Q1'27,2,5,3,0
Q1'27,2,6,1,4349.0351302459967
Q1'27,2,6,2,1650.9648697540031
Q1'27,2,6,3,0
Q1'27,2,7,1,4349.0351302459967
Q1'27,2,7,2,1650.9648697540031
Q1'27,2,7,3,0
Q1'27,2,8,1,4349.0351302459967
Q1'27,2,8,2,1650.9648697540031
Q1'27,2,8,3,0
Q1'27,2,9,1,4349.0351302459967
Q1'27,2,9,2,1650.9648697540031
Q1'27,2,9,3,0
Q1'27,2,10,1,4349.0351302459967
Q1'27,2,10,2,1650.9648697540031
Q1'27,2,10,3,0
Q1'27,2,11,1,4349.0351302459967
Q1'27,2,11,2,1650.9648697540031
Q1'27,2,11,3,0
Q1'27,2,12,1,4349.0351302459967
Q1'27,2,12,2,1650.9648697540031
Q1'27,2,12,3,0
Q1'27,2,13,1,4349.0351302459967
Q1'27,2,13,2,1650.9648697540031
Q1'27,2,13,3,0
Q1'27,2,14,1,4349.0351302459967
Q1'27,2,14,2,1650.9648697540031
Q1'27,2,14,3,0
Q1'27,2,15,1,4349.0351302459967
Q1'27,2,15,2,1650.9648697540031
Q1'27,2,15,3,0
Q1'27,3,1,1,2141.703529411765
Q1'27,3,1,2,2950.4489632568561
Q1'27,3,1,3,3907.847507331378
Q1'27,3,2,1,2141.703529411765
Q1'27,3,2,2,2950.4489632568561
Q1'27,3,2,3,3907.847507331378
Q1'27,3,3,1,2141.703529411765
Q1'27,3,3,2,2950.4489632568561
Q1'27,3,3,3,3907.847507331378
Q1'27,3,4,1,2141.7035294117659
Q1'27,3,4,2,2950.4489632568561
Q1'27,3,4,3,3907.847507331378
Q1'27,3,5,1,2141.7035294117659
Q1'27,3,5,2,2950.4489632568561
Q1'27,3,5,3,3907.847507331378
Q1'27,3,6,1,2141.7035294117659
Q1'27,3,6,2,2950.4489632568561
Q1'27,3,6,3,3907.847507331378
Q1'27,3,7,1,2141.7035294117659
Q1'27,3,7,2,2950.4489632568561
Q1'27,3,7,3,3907.847507331378
Q1'27,3,8,1,2141.7035294117582
Q1'27,3,8,2,2950.4489632568639
Q1'27,3,8,3,3907.847507331378
Q1'27,3,9,1,2141.7035294117659
Q1'27,3,9,2,2950.4489632568561
Q1'27,3,9,3,3907.847507331378
Q1'27,3,10,1,2141.7035294117659
Q1'27,3,10,2,2950.4489632568561
Q1'27,3,10,3,3907.847507331378
Q1'27,3,11,1,2141.7035294117659
Q1'27,3,11,2,2950.448963256857
Q1'27,3,11,3,3907.8475073313766
Q1'27,3,12,1,2141.7035294117659
Q1'27,3,12,2,2950.448963256857
Q1'27,3,12,3,3907.8475073313766
Q1'27,3,13,1,2141.7035294117659
Q1'27,3,13,2,2950.4489632568561
Q1'27,3,13,3,3907.847507331378
Q1'27,3,14,1,2141.7035294117659
Q1'27,3,14,2,2950.4489632568561
Q1'27,3,14,3,3907.847507331378
Q1'27,3,15,1,2141.7035294117659
Q1'27,3,15,2,2950.4489632568561
Q1'27,3,15,3,3907.847507331378
Q1'27,3,16,1,2141.7035294117659
Q1'27,3,16,2,2950.4489632568561
Q1'27,3,16,3,3907.847507331378
Q1'27,3,17,1,2141.7035294117659
Q1'27,3,17,2,2950.448963256857
Q1'27,3,17,3,3907.8475073313766
Q2'27,1,1,1,2502.084024540995
Q2'27,1,1,2,2033.634282992555
Q2'27,1,1,3,464.28169246645029
Q2'27,1,2,1,2502.084024540995
Q2'27,1,2,2,2033.634282992555
Q2'27,1,2,3,464.28169246645029
Q2'27,1,3,1,2502.0840245409981
Q2'27,1,3,2,2033.6342829925511
Q2'27,1,3,3,464.28169246645098
Q2'27,1,4,1,2475.1999999999998
Q2'27,1,4,2,2060.518307533549
Q2'27,1,4,3,464.28169246645098
Q2'27,1,5,1,2475.1999999999998
Q2'27,1,5,2,2060.518307533549
Q2'27,1,5,3,464.28169246645098
Q2'27,1,6,1,2475.1999999999998
Q2'27,1,6,2,2060.518307533549
Q2'27,1,6,3,464.28169246645098
Q2'27,1,7,1,2475.1999999999998
Q2'27,1,7,2,2060.518307533539
Q2'27,1,7,3,464.28169246646098
Q2'27,1,8,1,2475.1999999999998
Q2'27,1,8,2,2060.518307533539
Q2'27,1,8,3,464.28169246646098
Q2'27,1,9,1,2475.1999999999998
Q2'27,1,9,2,2060.518307533539
Q2'27,1,9,3,464.28169246646098
Q2'27,1,10,1,2475.1999999999998
Q2'27,1,10,2,2060.5183075335149
Q2'27,1,10,3,464.28169246648577
Q2'27,1,11,1,2475.1999999999998
Q2'27,1,11,2,2060.5183075335158
Q2'27,1,11,3,464.281692466484
Q2'27,2,1,1,5180
Q2'27,2,1,2,1320
Q2'27,2,1,3,0
Q2'27,2,2,1,5180.0000000000027
Q2'27,2,2,2,1319.999999999997
Q2'27,2,2,3,0
Q2'27,2,3,1,5180.0000000000027
Q2'27,2,3,2,1319.999999999997
Q2'27,2,3,3,0
Q2'27,2,4,1,5180.0000000000036
Q2'27,2,4,2,1319.9999999999959
Q2'27,2,4,3,0
Q2'27,2,5,1,5180.0000000000036
Q2'27,2,5,2,1319.9999999999959
Q2'27,2,5,3,0
Q2'27,2,6,1,5180.0000000000036
Q2'27,2,6,2,1319.9999999999959
Q2'27,2,6,3,0
Q2'27,2,7,1,5180.0000000000036
Q2'27,2,7,2,1319.9999999999959
Q2'27,2,7,3,0
Q2'27,2,8,1,5179.99999999999
Q2'27,2,8,2,1320.0000000000098
Q2'27,2,8,3,0
Q2'27,2,9,1,5180.0000000000036
Q2'27,2,9,2,1319.9999999999959
Q2'27,2,9,3,0
Q2'27,2,10,1,5180.0000000000018
Q2'27,2,10,2,1319.999999999998
Q2'27,2,10,3,0
Q2'27,2,11,1,5180.0000000000009
Q2'27,2,11,2,1320
Q2'27,2,11,3,-9.9999999999999998e-13
Q2'27,2,12,1,5180.00000000001
Q2'27,2,12,2,1319.9999999999909
Q2'27,2,12,3,-9.9999999999999998e-13
Q2'27,2,13,1,5180.00000000001
Q2'27,2,13,2,1319.9999999999909
Q2'27,2,13,3,-9.9999999999999998e-13
Q2'27,2,14,1,5180.00000000001
Q2'27,2,14,2,1319.9999999999909
Q2'27,2,14,3,-9.9999999999999998e-13
Q2'27,2,15,1,5180.0000000000091
Q2'27,2,15,2,1319.9999999999909
Q2'27,2,15,3,0
Q2'27,3,1,1,2141.7035294117718
Q2'27,3,1,2,5099.2941176470449
Q2'27,3,1,3,3759.0023529411828
