quarter,node,step,fab,loading
Q3'26,1,8,2,2645.381103110980
Q3'26,1,8,3,0.000000000000
Q3'26,1,9,1,5854.618896889020
Q3'26,1,9,2,2645.381103110980
Q3'26,1,9,3,-0.000000000000
Q3'26,1,10,1,5854.618896889000
Q3'26,1,10,2,2645.381103111000
Q3'26,1,10,3,-0.000000000000
Q3'26,1,11,1,5854.618896889000
Q3'26,1,11,2,2645.381103111000
Q3'26,1,11,3,-0.000000000000
Q3'26,2,1,1,3416.436415189703
Q3'26,2,1,2,1983.563584810297
Q3'26,2,1,3,-0.000000000000
Q3'26,2,2,1,3416.436415189703
Q3'26,2,2,2,1983.563584810297
Q3'26,2,2,3,0.000000000000
Q3'26,2,3,1,3416.436415189703
Q3'26,2,3,2,1983.563584810297
Q3'26,2,3,3,-0.000000000000
Q3'26,2,4,1,3416.436415189703
Q3'26,2,4,2,1983.563584810297
Q3'26,2,4,3,0.000000000000
Q3'26,2,5,1,3416.436415189703
Q3'26,2,5,2,1983.563584810297
Q3'26,2,5,3,-0.000000000000
Q3'26,2,6,1,3416.436415189703
Q3'26,2,6,2,1983.563584810297
Q3'26,2,6,3,-0.000000000000
Q3'26,2,7,1,3416.436415189703
Q3'26,2,7,2,1983.563584810297
Q3'26,2,7,3,-0.000000000000
Q3'26,2,8,1,3416.436415189703
Q3'26,2,8,2,1983.563584810297
Q3'26,2,8,3,-0.000000000000
Q3'26,2,9,1,3416.436415189703
Q3'26,2,9,2,1983.563584810297
Q3'26,2,9,3,-0.000000000000
Q3'26,2,10,1,3416.436415189703
Q3'26,2,10,2,1983.563584810297
Q3'26,2,10,3,-0.000000000000
Q3'26,2,11,1,3416.436415189703
Q3'26,2,11,2,1983.563584810297
Q3'26,2,11,3,-0.000000000000
Q3'26,2,12,1,3416.436415189703
Q3'26,2,12,2,1983.563584810297
Q3'26,2,12,3,-0.000000000000
Q3'26,2,13,1,3416.436415189703
Q3'26,2,13,2,1983.563584810297
Q3'26,2,13,3,-0.000000000000
Q3'26,2,14,1,3416.436415189703
Q3'26,2,14,2,1983.563584810297
Q3'26,2,14,3,-0.000000000000
Q3'26,2,15,1,3416.436415189703
Q3'26,2,15,2,1983.563584810297
Q3'26,2,15,3,-0.000000000000
Q3'26,3,1,1,101.985882352943
Q3'26,3,1,2,4062.044985272978
Q3'26,3,1,3,2835.969132374079
Q3'26,3,2,1,101.985882352943
Q3'26,3,2,2,4062.044985272978
Q3'26,3,2,3,2835.969132374079
Q3'26,3,3,1,101.985882352943
Q3'26,3,3,2,4062.044985272978
Q3'26,3,3,3,2835.969132374079
Q3'26,3,4,1,101.985882352943
Q3'26,3,4,2,4062.044985272978
Q3'26,3,4,3,2835.969132374079
Q3'26,3,5,1,101.985882352943
Q3'26,3,5,2,4062.044985272978
Q3'26,3,5,3,2835.969132374079
Q3'26,3,6,1,101.985882352943
Q3'26,3,6,2,4062.044985272978
Q3'26,3,6,3,2835.969132374079
Q3'26,3,7,1,101.985882352943
Q3'26,3,7,2,4062.044985272978
Q3'26,3,7,3,2835.969132374079
Q3'26,3,8,1,101.985882352943
Q3'26,3,8,2,4062.044985272978
Q3'26,3,8,3,2835.969132374079
Q3'26,3,9,1,101.985882352935
Q3'26,3,9,2,2743.209789445886
Q3'26,3,9,3,4154.804328201179
Q3'26,3,10,1,101.985882352935
Q3'26,3,10,2,2743.209789445886
Q3'26,3,10,3,4154.804328201179
Q3'26,3,11,1,101.985882352935
Q3'26,3,11,2,2743.209789445886
Q3'26,3,11,3,4154.804328201179
Q3'26,3,12,1,101.985882352935
Q3'26,3,12,2,2743.209789445886
Q3'26,3,12,3,4154.804328201179
Q3'26,3,13,1,101.985882352935
Q3'26,3,13,2,2743.209789445886
Q3'26,3,13,3,4154.804328201179
Q3'26,3,14,1,101.985882352935
Q3'26,3,14,2,2743.209789445887
Q3'26,3,14,3,4154.804328201179
Q3'26,3,15,1,101.985882352935
Q3'26,3,15,2,2743.209789445887
Q3'26,3,15,3,4154.804328201179
Q3'26,3,16,1,101.985882352935
Q3'26,3,16,2,2743.209789445887
Q3'26,3,16,3,4154.804328201179
Q3'26,3,17,1,101.985882352935
Q3'26,3,17,2,2743.209789445887
Q3'26,3,17,3,4154.804328201179
Q4'26,1,1,1,5409.919506933742
Q4'26,1,1,2,1521.386864859959
Q4'26,1,1,3,568.693628206299
Q4'26,1,2,1,5409.919506933742
Q4'26,1,2,2,1521.386864859959
Q4'26,1,2,3,568.693628206299
Q4'26,1,3,1,5409.919506933742
Q4'26,1,3,2,1521.386864859959
Q4'26,1,3,3,568.693628206299
Q4'26,1,4,1,5409.919506933742
Q4'26,1,4,2,2090.080493066258
Q4'26,1,4,3,-0.000000000000
Q4'26,1,5,1,5409.919506933742
Q4'26,1,5,2,2090.080493066258
Q4'26,1,5,3,-0.000000000000
Q4'26,1,6,1,5409.919506933742
Q4'26,1,6,2,2090.080493066258
Q4'26,1,6,3,0.000000000000
Q4'26,1,7,1,5409.919506933742
Q4'26,1,7,2,2090.080493066258
Q4'26,1,7,3,-0.000000000000
Q4'26,1,8,1,5409.919506933742
Q4'26,1,8,2,2090.080493066258
Q4'26,1,8,3,0.000000000000
Q4'26,1,9,1,5409.919506933742
Q4'26,1,9,2,2090.080493066258
Q4'26,1,9,3,-0.000000000000
Q4'26,1,10,1,5409.919506933742
Q4'26,1,10,2,2090.080493066258
Q4'26,1,10,3,-0.000000000000
Q4'26,1,11,1,5409.919506933742
Q4'26,1,11,2,2090.080493066258
Q4'26,1,11,3,-0.000000000000
Q4'26,2,1,1,3429.440000000001
Q4'26,2,1,2,2170.560000000000
Q4'26,2,1,3,-0.000000000001
Q4'26,2,2,1,3429.440000000001
Q4'26,2,2,2,2170.560000000000
Q4'26,2,2,3,-0.000000000001
Q4'26,2,3,1,3429.440000000001
Q4'26,2,3,2,2170.560000000000
Q4'26,2,3,3,-0.000000000001
Q4'26,2,4,1,3429.440000000001
Q4'26,2,4,2,2170.560000000000
Q4'26,2,4,3,-0.000000000001
Q4'26,2,5,1,3429.440000000001
Q4'26,2,5,2,2170.560000000000
Q4'26,2,5,3,-0.000000000001
Q4'26,2,6,1,3429.440000000001
Q4'26,2,6,2,2170.560000000000
Q4'26,2,6,3,-0.000000000001
Q4'26,2,7,1,3429.440000000001
Q4'26,2,7,2,2170.560000000000
Q4'26,2,7,3,-0.000000000001
Q4'26,2,8,1,3429.440000000001
Q4'26,2,8,2,2170.560000000000
Q4'26,2,8,3,-0.000000000001
Q4'26,2,9,1,3429.440000000000
Q4'26,2,9,2,2170.560000000000
Q4'26,2,9,3,-0.000000000000
Q4'26,2,10,1,3429.440000000000
Q4'26,2,10,2,2170.560000000000
Q4'26,2,10,3,-0.000000000000
Q4'26,2,11,1,3429.440000000000
Q4'26,2,11,2,2170.560000000000
Q4'26,2,11,3,-0.000000000000
Q4'26,2,12,1,3429.440000000000
Q4'26,2,12,2,2170.560000000000
Q4'26,2,12,3,-0.000000000000
Q4'26,2,13,1,3429.440000000000
Q4'26,2,13,2,2170.560000000000
Q4'26,2,13,3,-0.000000000000
Q4'26,2,14,1,3429.440000000001
Q4'26,2,14,2,2170.560000000000
Q4'26,2,14,3,-0.000000000001
Q4'26,2,15,1,3429.440000000000
Q4'26,2,15,2,2170.560000000000
Q4'26,2,15,3,0.000000000000
Q4'26,3,1,1,1540.536995180436
Q4'26,3,1,2,3671.491764705882
Q4'26,3,1,3,2787.971240113682
Q4'26,3,2,1,1540.536995180436
Q4'26,3,2,2,3671.491764705882
Q4'26,3,2,3,2787.971240113682
Q4'26,3,3,1,1540.536995180436
Q4'26,3,3,2,3671.491764705882
Q4'26,3,3,3,2787.971240113682
Q4'26,3,4,1,1540.536995180435
Q4'26,3,4,2,3671.491764705882
Q4'26,3,4,3,2787.971240113683
Q4'26,3,5,1,1540.536995180435
Q4'26,3,5,2,3671.491764705882
Q4'26,3,5,3,2787.971240113683
Q4'26,3,6,1,1540.536995180435
Q4'26,3,6,2,3671.491764705882
Q4'26,3,6,3,2787.971240113683
Q4'26,3,7,1,1540.536995180435
Q4'26,3,7,2,3671.491764705882
Q4'26,3,7,3,2787.971240113683
Q4'26,3,8,1,1540.536995180435
Q4'26,3,8,2,3671.491764705882
Q4'26,3,8,3,2787.971240113683
Q4'26,3,9,1,90.680525885786
Q4'26,3,9,2,3671.491764705882
Q4'26,3,9,3,4237.827709408332
Q4'26,3,10,1,90.680525885786
Q4'26,3,10,2,3671.491764705882
Q4'26,3,10,3,4237.827709408332
Q4'26,3,11,1,90.680525885786
Q4'26,3,11,2,3671.491764705882
Q4'26,3,11,3,4237.827709408332
Q4'26,3,12,1,90.680525885786
Q4'26,3,12,2,3671.491764705882
Q4'26,3,12,3,4237.827709408332
Q4'26,3,13,1,90.680525885786
Q4'26,3,13,2,3671.491764705882
Q4'26,3,13,3,4237.827709408332
Q4'26,3,14,1,90.680525885768
Q4'26,3,14,2,3671.491764705882
Q4'26,3,14,3,4237.827709408350
Q4'26,3,15,1,90.680525885768
Q4'26,3,15,2,3671.491764705882
Q4'26,3,15,3,4237.827709408350
Q4'26,3,16,1,90.680525885768
Q4'26,3,16,2,3671.491764705882
Q4'26,3,16,3,4237.827709408350
Q4'26,3,17,1,90.680525885768
Q4'26,3,17,2,3671.491764705882
Q4'26,3,17,3,4237.827709408350
Q1'27,1,1,1,3940.722281259802
Q1'27,1,1,2,1334.082304393408
Q1'27,1,1,3,725.195414346790
Q1'27,1,2,1,3940.722281259802
Q1'27,1,2,2,1334.082304393408
Q1'27,1,2,3,725.195414346790
Q1'27,1,3,1,3940.722281259802
Q1'27,1,3,2,1334.082304393408
Q1'27,1,3,3,725.195414346790
Q1'27,1,4,1,3940.722281259802
Q1'27,1,4,2,2059.277718740198
Q1'27,1,4,3,-0.000000000000
Q1'27,1,5,1,3940.722281259802
Q1'27,1,5,2,2059.277718740198
Q1'27,1,5,3,-0.000000000000
Q1'27,1,6,1,3940.722281259802
Q1'27,1,6,2,2059.277718740198
Q1'27,1,6,3,-0.000000000000
Q1'27,1,7,1,3940.722281259802
Q1'27,1,7,2,2059.277718740198
Q1'27,1,7,3,-0.000000000000
Q1'27,1,8,1,3940.722281259802
Q1'27,1,8,2,2059.277718740198
Q1'27,1,8,3,-0.000000000000
Q1'27,1,9,1,3940.722281259802
Q1'27,1,9,2,2059.277718740198
Q1'27,1,9,3,-0.000000000000
Q1'27,1,10,1,3940.722281259802
Q1'27,1,10,2,2059.277718740198
Q1'27,1,10,3,-0.000000000000
Q1'27,1,11,1,3940.722281259802
Q1'27,1,11,2,2059.277718740198
Q1'27,1,11,3,-0.000000000000
Q1'27,2,1,1,3305.668844354695
Q1'27,2,1,2,2694.331155645305
Q1'27,2,1,3,-0.000000000000
Q1'27,2,2,1,3305.668844354695
Q1'27,2,2,2,2694.331155645305
Q1'27,2,2,3,0.000000000000
Q1'27,2,3,1,3305.668844354695
Q1'27,2,3,2,2694.331155645305
Q1'27,2,3,3,0.000000000000
Q1'27,2,4,1,3305.668844354695
Q1'27,2,4,2,2694.331155645305
Q1'27,2,4,3,-0.000000000000
Q1'27,2,5,1,3305.668844354695
Q1'27,2,5,2,2694.331155645305
Q1'27,2,5,3,0.000000000000
Q1'27,2,6,1,3769.810678024589
Q1'27,2,6,2,2230.189321975411
Q1'27,2,6,3,-0.000000000000
Q1'27,2,7,1,3769.810678024589
Q1'27,2,7,2,2230.189321975411
Q1'27,2,7,3,-0.000000000000
Q1'27,2,8,1,3769.810678024589
Q1'27,2,8,2,2230.189321975411
Q1'27,2,8,3,0.000000000000
Q1'27,2,9,1,3769.810678024589
Q1'27,2,9,2,2110.774323409208
Q1'27,2,9,3,119.414998566202
Q1'27,2,10,1,3769.810678024589
Q1'27,2,10,2,2110.774323409208
Q1'27,2,10,3,119.414998566202
Q1'27,2,11,1,3769.810678024589
Q1'27,2,11,2,2110.774323409208
Q1'27,2,11,3,119.414998566202
Q1'27,2,12,1,3769.810678024589
Q1'27,2,12,2,2110.774323409208
Q1'27,2,12,3,119.414998566202
Q1'27,2,13,1,3769.810678024589
Q1'27,2,13,2,2110.774323409208
Q1'27,2,13,3,119.414998566202
Q1'27,2,14,1,3769.810678024589
Q1'27,2,14,2,2110.774323409208
Q1'27,2,14,3,119.414998566202
Q1'27,2,15,1,3769.810678024589
Q1'27,2,15,2,2110.774323409208
Q1'27,2,15,3,119.414998566202
Q1'27,3,1,1,2009.401456923973
Q1'27,3,1,2,3671.491764705882
Q1'27,3,1,3,3319.106778370145
Q1'27,3,2,1,2009.401456923973
Q1'27,3,2,2,3671.491764705882
Q1'27,3,2,3,3319.106778370145
Q1'27,3,3,1,2009.401456923973
Q1'27,3,3,2,3671.491764705882
Q1'27,3,3,3,3319.106778370145
Q1'27,3,4,1,2009.401456923973
Q1'27,3,4,2,3671.491764705882
Q1'27,3,4,3,3319.106778370145
Q1'27,3,5,1,2009.401456923973
Q1'27,3,5,2,3671.491764705882
Q1'27,3,5,3,3319.106778370145
Q1'27,3,6,1,2009.401456923973
Q1'27,3,6,2,3671.491764705882
Q1'27,3,6,3,3319.106778370145
Q1'27,3,7,1,2009.401456923973
Q1'27,3,7,2,3671.491764705882
Q1'27,3,7,3,3319.106778370145
Q1'27,3,8,1,2009.401456923973
Q1'27,3,8,2,3671.491764705882
Q1'27,3,8,3,3319.106778370145
Q1'27,3,9,1,2009.401456923973
Q1'27,3,9,2,3671.491764705882
Q1'27,3,9,3,3319.106778370145
Q1'27,3,10,1,2009.401456923973
Q1'27,3,10,2,3671.491764705882
Q1'27,3,10,3,3319.106778370145
Q1'27,3,11,1,2009.401456923973
Q1'27,3,11,2,3671.491764705882
Q1'27,3,11,3,3319.106778370145
Q1'27,3,12,1,2009.401456923973
Q1'27,3,12,2,3671.491764705882
Q1'27,3,12,3,3319.106778370145
Q1'27,3,13,1,2009.401456923973
Q1'27,3,13,2,3671.491764705882
Q1'27,3,13,3,3319.106778370145
Q1'27,3,14,1,2009.401456923974
Q1'27,3,14,2,3671.491764705882
Q1'27,3,14,3,3319.106778370144
Q1'27,3,15,1,2009.401456923974
Q1'27,3,15,2,3671.491764705882
Q1'27,3,15,3,3319.106778370144
Q1'27,3,16,1,2009.401456923974
Q1'27,3,16,2,3671.491764705882
Q1'27,3,16,3,3319.106778370144
Q1'27,3,17,1,2009.401456923974
Q1'27,3,17,2,3671.491764705882
Q1'27,3,17,3,3319.106778370144
Q2'27,1,1,1,3100.000000000000
Q2'27,1,1,2,0.000000000000
Q2'27,1,1,3,0.000000000000
Q2'27,1,2,1,3100.000000000000
Q2'27,1,2,2,-0.000000000000
Q2'27,1,2,3,-0.000000000000
Q2'27,1,3,1,3100.000000000000
Q2'27,1,3,2,-0.000000000000
Q2'27,1,3,3,-0.000000000000
Q2'27,1,4,1,3100.000000000000
Q2'27,1,4,2,-0.000000000000
Q2'27,1,4,3,-0.000000000000
Q2'27,1,5,1,3100.000000000000
Q2'27,1,5,2,-0.000000000000
Q2'27,1,5,3,0.000000000000
Q2'27,1,6,1,3100.000000000000
Q2'27,1,6,2,0.000000000000
Q2'27,1,6,3,-0.000000000000
Q2'27,1,7,1,3100.000000000000
Q2'27,1,7,2,-0.000000000000
Q2'27,1,7,3,0.000000000000
Q2'27,1,8,1,3100.000000000000
Q2'27,1,8,2,0.000000000000
Q2'27,1,8,3,-0.000000000000
Q2'27,1,9,1,3100.000000000000
Q2'27,1,9,2,-0.000000000000
Q2'27,1,9,3,-0.000000000000
Q2'27,1,10,1,3100.000000000000
Q2'27,1,10,2,-0.000000000000
Q2'27,1,10,3,-0.000000000000
Q2'27,1,11,1,3100.000000000000
Q2'27,1,11,2,-0.000000000000
Q2'27,1,11,3,-0.000000000000
Q2'27,2,1,1,3429.440000000001
Q2'27,2,1,2,600.560000000000
Q2'27,2,1,3,-0.000000000000
Q2'27,2,2,1,3429.440000000001
Q2'27,2,2,2,600.560000000000
Q2'27,2,2,3,-0.000000000000
Q2'27,2,3,1,3429.440000000001
Q2'27,2,3,2,600.560000000000
Q2'27,2,3,3,-0.000000000000
Q2'27,2,4,1,3429.440000000001
Q2'27,2,4,2,600.560000000000
Q2'27,2,4,3,-0.000000000000
Q2'27,2,5,1,3429.440000000001
Q2'27,2,5,2,600.560000000000
Q2'27,2,5,3,-0.000000000000
Q2'27,2,6,1,3429.440000000001
Q2'27,2,6,2,600.560000000000
Q2'27,2,6,3,-0.000000000000
Q2'27,2,7,1,3429.440000000001
Q2'27,2,7,2,600.560000000000
Q2'27,2,7,3,-0.000000000000
Q2'27,2,8,1,3429.440000000001
Q2'27,2,8,2,600.560000000000
Q2'27,2,8,3,-0.000000000000
Q2'27,2,9,1,3429.440000000001
Q2'27,2,9,2,600.560000000000
